item_id,title,url,repo,number,onda,epic,okr,sprint,reach,impact,confidence,cod,sp,rice,wsjf,release_blocker
PVTI_lADOEDZbAM4BTJdjzgozXqM,[FRONT V2][PAI][2.6] Integracao Backend: Mapa,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/48,guardiao-familia-parent,48,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXrw,[FRONT V2][PAI][2.7] Tela: Alertas,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/49,guardiao-familia-parent,49,Onda 2 - Real-time,E4,O1-KR1,S4,420,3,0.8,39,8,126.0,4.88,sim
PVTI_lADOEDZbAM4BTJdjzgozXss,[FRONT V2][PAI][2.7] Teste Mock: Alertas,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/50,guardiao-familia-parent,50,Onda 2 - Real-time,E4,O1-KR1,S4,420,3,0.8,39,8,126.0,4.88,sim
PVTI_lADOEDZbAM4BTJdjzgozXuM,[FRONT V2][PAI][2.7] Integracao Backend: Alertas,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/51,guardiao-familia-parent,51,Onda 2 - Real-time,E4,O1-KR1,S4,420,3,0.8,39,8,126.0,4.88,sim
PVTI_lADOEDZbAM4BTJdjzgozXvI,[FRONT V2][PAI][2.8] Tela: IA Chat,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/52,guardiao-familia-parent,52,Onda 2 - Real-time,E7,O3-KR3,S10,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXws,[FRONT V2][PAI][2.8] Teste Mock: IA Chat,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/53,guardiao-familia-parent,53,Onda 2 - Real-time,E7,O3-KR3,S10,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXx0,[FRONT V2][PAI][2.8] Integracao Backend: IA Chat,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/54,guardiao-familia-parent,54,Onda 2 - Real-time,E7,O3-KR3,S10,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXzQ,[FRONT V2][PAI][2.9] Tela: Config,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/55,guardiao-familia-parent,55,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozX0Y,[FRONT V2][PAI][2.9] Teste Mock: Config,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/56,guardiao-familia-parent,56,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozX10,[FRONT V2][PAI][2.9] Integracao Backend: Config,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/57,guardiao-familia-parent,57,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozX28,[FRONT V2][PAI][2.10] Tela: Perfil do Filho,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/58,guardiao-familia-parent,58,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozX4k,[FRONT V2][PAI][2.10] Teste Mock: Perfil do Filho,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/59,guardiao-familia-parent,59,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozX6A,[FRONT V2][PAI][2.10] Integracao Backend: Perfil do Filho,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/60,guardiao-familia-parent,60,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozX7Q,[FRONT V2][PAI][2.11] Tela: Tempo de Tela do Filho,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/61,guardiao-familia-parent,61,Onda 2 - Real-time,E5,O3-KR1,S7,420,2,0.8,24,5,134.4,4.8,sim
PVTI_lADOEDZbAM4BTJdjzgozX8U,[FRONT V2][PAI][2.11] Teste Mock: Tempo de Tela do Filho,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/62,guardiao-familia-parent,62,Onda 2 - Real-time,E5,O3-KR1,S7,420,2,0.8,24,5,134.4,4.8,sim
PVTI_lADOEDZbAM4BTJdjzgozX9k,[FRONT V2][PAI][2.11] Integracao Backend: Tempo de Tela do Filho,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/63,guardiao-familia-parent,63,Onda 2 - Real-time,E5,O3-KR1,S7,420,2,0.8,24,5,134.4,4.8,sim
PVTI_lADOEDZbAM4BTJdjzgozX-0,[FRONT V2][PAI][2.12] Tela: Relatorios do Filho,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/64,guardiao-familia-parent,64,Onda 2 - Real-time,E7,O3-KR3,S10,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozYAE,[FRONT V2][PAI][2.12] Teste Mock: Relatorios do Filho,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/65,guardiao-familia-parent,65,Onda 2 - Real-time,E7,O3-KR3,S10,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozYB0,[FRONT V2][PAI][2.12] Integracao Backend: Relatorios do Filho,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/66,guardiao-familia-parent,66,Onda 2 - Real-time,E7,O3-KR3,S10,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozYDo,O1/O3: automatizar cenarios E2E criticos do app parent para release,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/67,guardiao-familia-parent,67,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgpupW0,[GF-T01] JWT opcional no analytics ingest,https://github.com/guardiaofamilia/guardiao-familia-api/issues/73,guardiao-familia-api,73,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,34,5,288.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpupYI,[GF-T02] Campos UTM no analytics,https://github.com/guardiaofamilia/guardiao-familia-api/issues/74,guardiao-familia-api,74,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,34,5,288.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpupZc,[GF-T03] Flag onboarding_completed + progress endpoint,https://github.com/guardiaofamilia/guardiao-familia-api/issues/75,guardiao-familia-api,75,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,34,5,288.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpupag,[GF-T04] Checklist visual de onboarding,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/69,guardiao-familia-parent,69,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,34,5,288.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpupb8,[GF-T05] Dashboard admin atribuicao por canal UTM,https://github.com/guardiaofamilia/guardiao-familia-api/issues/76,guardiao-familia-api,76,Onda 0 - Fundacao,E8,O2-KR3,S12,600,3,0.8,22,5,288.0,4.4,sim
PVTI_lADOEDZbAM4BTJdjzgpupdI,[GF-T06] Referral code por owner + tracking,https://github.com/guardiaofamilia/guardiao-familia-api/issues/77,guardiao-familia-api,77,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgpupeg,[GF-T07] Recompensa de referral (trial extension),https://github.com/guardiaofamilia/guardiao-familia-api/issues/78,guardiao-familia-api,78,Onda 1 - Auth/Pairing,E7,O3-KR3,S10,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgpupgI,[GF-T08] Share link API + Universal Links,https://github.com/guardiaofamilia/guardiao-familia-api/issues/79,guardiao-familia-api,79,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgpuphQ,[GF-T09] Tela Convide sua Familia,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/70,guardiao-familia-parent,70,Onda 1 - Auth/Pairing,E7,O3-KR3,S10,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgpupiA,[GF-T10] Badges Fundador e Embaixador,https://github.com/guardiaofamilia/guardiao-familia-api/issues/80,guardiao-familia-api,80,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgpupkE,[GF-T11] Engine de drip campaigns (lifecycle scheduler),https://github.com/guardiaofamilia/guardiao-familia-api/issues/81,guardiao-familia-api,81,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgpuplQ,[GF-T12] Sequencia de ativacao D0-D7,https://github.com/guardiaofamilia/guardiao-familia-api/issues/82,guardiao-familia-api,82,Onda 2 - Real-time,E7,O3-KR3,S10,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgpupmA,[GF-T13] Campanha de win-back para dormentes,https://github.com/guardiaofamilia/guardiao-familia-api/issues/83,guardiao-familia-api,83,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgpupnE,[GF-T14] Templates de email para drip campaigns,https://github.com/guardiaofamilia/guardiao-familia-api/issues/84,guardiao-familia-api,84,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgpupnw,[GF-T15] Push de referral reminder semanal,https://github.com/guardiaofamilia/guardiao-familia-api/issues/85,guardiao-familia-api,85,Onda 2 - Real-time,E4,O1-KR3,S3,420,3,0.8,39,5,201.6,7.8,sim
PVTI_lADOEDZbAM4BTJdjzgpupoU,[GF-T16] Feature flags dinamicos no client config,https://github.com/guardiaofamilia/guardiao-familia-api/issues/86,guardiao-familia-api,86,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,5,160.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpuppI,[GF-T17] Consumir feature flags dinamicos no app,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/71,guardiao-familia-parent,71,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,5,160.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpupqI,[GF-T18] Play Store listing otimizado (ASO),https://github.com/guardiaofamilia/guardiao-familia-parent/issues/72,guardiao-familia-parent,72,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,8,100.0,4.25,sim
PVTI_lADOEDZbAM4BTJdjzgpuprQ,[GF-T19] Prompt de review in-app,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/73,guardiao-familia-parent,73,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,5,160.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpupsc,[GF-T20] Location ping batching (API),https://github.com/guardiaofamilia/guardiao-familia-api/issues/87,guardiao-familia-api,87,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,34,5,288.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpupt0,[GF-T21] Particionamento de device_locations,https://github.com/guardiaofamilia/guardiao-familia-api/issues/88,guardiao-familia-api,88,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,34,5,288.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpupvc,[GF-T22] Externalizar strings hardcoded para i18n,https://github.com/guardiaofamilia/guardiao-familia-api/issues/89,guardiao-familia-api,89,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,34,5,288.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpupxI,[GF-T23] Bundle de ingles (en/) para expansao,https://github.com/guardiaofamilia/guardiao-familia-api/issues/90,guardiao-familia-api,90,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,34,5,288.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpupy4,[GF-T24] Batching de pings no child app,https://github.com/guardiaofamilia/guardiao-familia-child/issues/57,guardiao-familia-child,57,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,34,5,288.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpup04,[GF-T25] Teste E2E fluxo completo de referral,https://github.com/guardiaofamilia/guardiao-familia-api/issues/91,guardiao-familia-api,91,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,5,160.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpup2Q,[GF-T26] Teste E2E onboarding + lifecycle campaigns,https://github.com/guardiaofamilia/guardiao-familia-api/issues/92,guardiao-familia-api,92,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,5,160.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpup4E,[GF-T27] Dashboard admin de referrals,https://github.com/guardiaofamilia/guardiao-familia-api/issues/93,guardiao-familia-api,93,Onda 10 - Polish/Release,E8,O2-KR3,S12,500,2,0.8,22,5,160.0,4.4,sim
PVTI_lADOEDZbAM4BTJdjzgpup5o,[GF-T28] Dashboard de lifecycle campaigns,https://github.com/guardiaofamilia/guardiao-familia-api/issues/94,guardiao-familia-api,94,Onda 10 - Polish/Release,E8,O2-KR3,S12,500,2,0.8,22,5,160.0,4.4,sim
PVTI_lADOEDZbAM4BTJdjzgpup6s,[GF-T29] Deploy gradual com feature flags,https://github.com/guardiaofamilia/guardiao-familia-api/issues/95,guardiao-familia-api,95,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,5,160.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgpup70,O2-KR3: preparar e submeter builds publicaveis na App Store e Google Play,https://github.com/guardiaofamilia/guardiao-familia-api/issues/96,guardiao-familia-api,96,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,8,100.0,4.25,sim
PVTI_lADOEDZbAM4BTJdjzgxagbE,chore(deps): Bump actions/checkout from 4 to 7,https://github.com/guardiaofamilia/guardiao-familia-site/pull/66,guardiao-familia-site,66,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,8,1,1440.0,8.0,sim
