id,title,repo,suggested_files,context_summary,acceptance_hints,blocker_reason
T-P14-003,API escalation: SOS escalation timer config,guardiao-familia-api,guardiao-familia-api/src/sos;guardiao-familia-api/src/escalation;guardiao-familia-api/src/notifications;guardiao-familia-api/src/storage;guardiao-familia-api/components/sos,"**Objetivo:** API escalation: SOS escalation timer config **Épico:** E-P04 SOS e emergência · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-007,API payments: Stripe webhook idempotency audit,guardiao-familia-api,guardiao-familia-api/src/screen-time;guardiao-familia-api/src/notifications;guardiao-familia-api/src/email,"**Objetivo:** API payments: Stripe webhook idempotency audit **Épico:** E-P06 Tempo de tela e pedido extra · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-009,API analytics: event schema child location,guardiao-familia-api,guardiao-familia-api/src/monitoring;guardiao-familia-api/src/metrics;guardiao-familia-api/sentry.config;guardiao-familia-api/.github/workflows;guardiao-familia-api/src/migrations;guardiao-familia-api/src/database;guardiao-familia-api/src/location;guardiao-familia-api/src/maps,"**Objetivo:** API analytics: event schema child location **Épico:** E-I03 Observabilidade e alertas · **Trilha:** infraestrutura · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-011,API monitoring: health check deep dependencies,guardiao-familia-api,guardiao-familia-api/src/monitoring;guardiao-familia-api/src/metrics;guardiao-familia-api/sentry.config;guardiao-familia-api/.github/workflows;guardiao-familia-api/sentry.config.js,"**Objetivo:** API monitoring: health check deep dependencies **Épico:** E-I03 Observabilidade e alertas · **Trilha:** infraestrutura · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-012,API email: template SOS parent notification,guardiao-familia-api,guardiao-familia-api/src/sos;guardiao-familia-api/src/escalation;guardiao-familia-api/src/notifications;guardiao-familia-api/src/storage;guardiao-familia-api/src/devices;guardiao-familia-api/services/push;guardiao-familia-api/components/sos,"**Objetivo:** API email: template SOS parent notification **Épico:** E-P04 SOS e emergência · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-015,API tutorials: parent onboarding tutorial fetch,guardiao-familia-api,guardiao-familia-api/app/(tabs)/map;guardiao-familia-api/app/(tabs)/reports;guardiao-familia-api/src/ai;guardiao-familia-api/components/map,"**Objetivo:** API tutorials: parent onboarding tutorial fetch **Épico:** E-P09 App parent — mapa, relatórios, IA · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-016,API client-config: remote config parent minimum version,guardiao-familia-api,guardiao-familia-api/app/(tabs)/map;guardiao-familia-api/app/(tabs)/reports;guardiao-familia-api/src/ai;guardiao-familia-api/components/map,"**Objetivo:** API client-config: remote config parent minimum version **Épico:** E-P09 App parent — mapa, relatórios, IA · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-019,API admin: admin audit actions log,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox;guardiao-familia-api/app/admin;guardiao-familia-api/components/admin;guardiao-familia-api/pages,"**Objetivo:** API admin: admin audit actions log **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-020,API cache: Redis cache invalidation pairing,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox;guardiao-familia-api/src/migrations;guardiao-familia-api/src/database;guardiao-familia-api/src/pairing;guardiao-familia-api/app/pairing;guardiao-familia-api/screens/Pairing,"**Objetivo:** API cache: Redis cache invalidation pairing **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-023,API children: child profile avatar presign,guardiao-familia-api,guardiao-familia-api/src/auth;guardiao-familia-api/src/users;guardiao-familia-api/src/devices;guardiao-familia-api/src/pairing;guardiao-familia-api/src/families,"**Objetivo:** API children: child profile avatar presign **Épico:** E-P01 Auth, sessão e pareamento · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-024,API pairing: QR code expiry policy,guardiao-familia-api,guardiao-familia-api/src/auth;guardiao-familia-api/src/users;guardiao-familia-api/src/devices;guardiao-familia-api/src/pairing;guardiao-familia-api/src/families;guardiao-familia-api/app/pairing;guardiao-familia-api/screens/Pairing,"**Objetivo:** API pairing: QR code expiry policy **Épico:** E-P01 Auth, sessão e pareamento · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-025,API families: multi-guardian permission matrix,guardiao-familia-api,guardiao-familia-api/src/families;guardiao-familia-api/src/family-messages;guardiao-familia-api/src/family-access,"**Objetivo:** API families: multi-guardian permission matrix **Épico:** E-P08 Família, mensagens e acesso · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-028,API referral: referral reward fulfillment,guardiao-familia-api,guardiao-familia-api/src/families;guardiao-familia-api/src/family-messages;guardiao-familia-api/src/family-access,"**Objetivo:** API referral: referral reward fulfillment **Épico:** E-P08 Família, mensagens e acesso · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-029,API gamification: badge criteria documentation,guardiao-familia-api,guardiao-familia-api/src/gamification;guardiao-familia-api/app/(tabs);guardiao-familia-api/components/achievements,"**Objetivo:** API gamification: badge criteria documentation **Épico:** E-P07 Gamificação e engajamento child · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.",Entregável em markdown no repo; linkar no PR.,
T-P14-033,API support: support ticket SLA metrics,guardiao-familia-api,guardiao-familia-api/app;guardiao-familia-api/components;guardiao-familia-api/pages/api;guardiao-familia-api/lib,"**Objetivo:** API support: support ticket SLA metrics **Épico:** E-P12 Backoffice operacional release · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Evidência código:** commit `97946a2` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-036,API system-config: feature toggle geofence v2,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox;guardiao-familia-api/src/geofences;guardiao-familia-api/components/geofence,"**Objetivo:** API system-config: feature toggle geofence v2 **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-037,API i18n: PT-BR string audit parent,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox,"**Objetivo:** API i18n: PT-BR string audit parent **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-038,API i18n: PT-BR string audit child,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox,"**Objetivo:** API i18n: PT-BR string audit child **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-039,API health: readiness vs liveness split,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox,"**Objetivo:** API health: readiness vs liveness split **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P06-003,Parent UI pedido tempo extra,guardiao-familia-api,guardiao-familia-api/src/screen-time;guardiao-familia-api/src/notifications;guardiao-familia-api/src/email,"**Objetivo:** Parent UI pedido tempo extra **Épico:** E-P06 Tempo de tela e pedido extra · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 7** · Repo `guardiao-familia-api` · Baseline `partial` **Evidência código:** commit `bfb44c7` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P06-004,Child UI status tempo de tela,guardiao-familia-api,guardiao-familia-api/src/screen-time;guardiao-familia-api/src/notifications;guardiao-familia-api/src/email;guardiao-familia-api/app/screen-time,"**Objetivo:** Child UI status tempo de tela **Épico:** E-P06 Tempo de tela e pedido extra · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 7** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P06-007,Relatório uso apps child,guardiao-familia-api,guardiao-familia-api/src/screen-time;guardiao-familia-api/src/notifications;guardiao-familia-api/src/email,"**Objetivo:** Relatório uso apps child **Épico:** E-P06 Tempo de tela e pedido extra · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 7** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P09-003,Assistente IA chat parent MVP,guardiao-familia-parent,guardiao-familia-parent/app/(tabs)/map;guardiao-familia-parent/app/(tabs)/reports;guardiao-familia-parent/src/ai;guardiao-familia-parent/components/map,"**Objetivo:** Assistente IA chat parent MVP **Épico:** E-P09 App parent — mapa, relatórios, IA · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 10** · Repo `guardiao-familia-parent` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P09-005,Dashboard home widgets,guardiao-familia-parent,guardiao-familia-parent/app/(tabs)/map;guardiao-familia-parent/app/(tabs)/reports;guardiao-familia-parent/src/ai;guardiao-familia-parent/components/map,"**Objetivo:** Dashboard home widgets **Épico:** E-P09 App parent — mapa, relatórios, IA · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 10** · Repo `guardiao-familia-parent` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P09-008,Localização permissões UX iOS,guardiao-familia-parent,guardiao-familia-parent/app/(tabs)/map;guardiao-familia-parent/app/(tabs)/reports;guardiao-familia-parent/src/ai;guardiao-familia-parent/components/map;guardiao-familia-parent/ios;guardiao-familia-parent/app.config.js,"**Objetivo:** Localização permissões UX iOS **Épico:** E-P09 App parent — mapa, relatórios, IA · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 10** · Repo `guardiao-familia-parent` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.",Validar em simulador/dispositivo iOS; permissoes no Info.plist.,
T-P09-009,Localização permissões UX Android,guardiao-familia-parent,guardiao-familia-parent/app/(tabs)/map;guardiao-familia-parent/app/(tabs)/reports;guardiao-familia-parent/src/ai;guardiao-familia-parent/components/map;guardiao-familia-parent/android;guardiao-familia-parent/app.config.js,"**Objetivo:** Localização permissões UX Android **Épico:** E-P09 App parent — mapa, relatórios, IA · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 10** · Repo `guardiao-familia-parent` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.",Validar em emulador/dispositivo Android; data safety se stores.,
T-P08-004,Parent UI gestão família,guardiao-familia-api,guardiao-familia-api/src/families;guardiao-familia-api/src/family-messages;guardiao-familia-api/src/family-access,"**Objetivo:** Parent UI gestão família **Épico:** E-P08 Família, mensagens e acesso · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 8** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P08-005,Parent UI mensagens família,guardiao-familia-api,guardiao-familia-api/src/families;guardiao-familia-api/src/family-messages;guardiao-familia-api/src/family-access,"**Objetivo:** Parent UI mensagens família **Épico:** E-P08 Família, mensagens e acesso · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 8** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P07-002,Child UI lista conquistas,guardiao-familia-child,guardiao-familia-child/src/gamification;guardiao-familia-child/app/(tabs);guardiao-familia-child/components/achievements,"**Objetivo:** Child UI lista conquistas **Épico:** E-P07 Gamificação e engajamento child · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P07-004,Tutorial gamificação onboarding,guardiao-familia-child,guardiao-familia-child/src/gamification;guardiao-familia-child/app/(tabs);guardiao-familia-child/components/achievements,"**Objetivo:** Tutorial gamificação onboarding **Épico:** E-P07 Gamificação e engajamento child · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P10-008,Indicador conexão offline,guardiao-familia-child,guardiao-familia-child/app;guardiao-familia-child/components;guardiao-familia-child/hooks;guardiao-familia-child/services/api,"**Objetivo:** Indicador conexão offline **Épico:** E-P10 App child — UX e estabilidade · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P10-010,Testes dispositivos Android baixo RAM,guardiao-familia-child,guardiao-familia-child/app;guardiao-familia-child/components;guardiao-familia-child/hooks;guardiao-familia-child/services/api;guardiao-familia-child/test;guardiao-familia-child/tests;guardiao-familia-child/__tests__;guardiao-familia-child/e2e,"**Objetivo:** Testes dispositivos Android baixo RAM **Épico:** E-P10 App child — UX e estabilidade · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 9** · Repo `guardiao-familia-child` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Cobertura reproduzível em CI; documentar comando de execução.;Validar em emulador/dispositivo Android; data safety se stores.,
T-P14-010,API metrics: Prometheus endpoint scrape ECS,guardiao-familia-api,guardiao-familia-api/src/monitoring;guardiao-familia-api/src/metrics;guardiao-familia-api/sentry.config;guardiao-familia-api/.github/workflows;guardiao-familia-api/infra/terraform;guardiao-familia-api/terraform/modules,"**Objetivo:** API metrics: Prometheus endpoint scrape ECS **Épico:** E-I03 Observabilidade e alertas · **Trilha:** infraestrutura · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-021,API maps: Mapbox token rotation procedure,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox;guardiao-familia-api/components/map;guardiao-familia-api/services/location;guardiao-familia-api/src/auth;guardiao-familia-api/services/auth;guardiao-familia-api/contexts/AuthContext,"**Objetivo:** API maps: Mapbox token rotation procedure **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-026,API family-messages: message read receipt,guardiao-familia-api,guardiao-familia-api/src/families;guardiao-familia-api/src/family-messages;guardiao-familia-api/src/family-access,"**Objetivo:** API family-messages: message read receipt **Épico:** E-P08 Família, mensagens e acesso · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-027,API family-access: invite link deep link,guardiao-familia-api,guardiao-familia-api/src/families;guardiao-familia-api/src/family-messages;guardiao-familia-api/src/family-access,"**Objetivo:** API family-access: invite link deep link **Épico:** E-P08 Família, mensagens e acesso · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-030,API community: community feed out-of-scope flag,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox,"**Objetivo:** API community: community feed out-of-scope flag **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-034,API support: admin reply push notification,guardiao-familia-api,guardiao-familia-api/app;guardiao-familia-api/components;guardiao-familia-api/pages/api;guardiao-familia-api/lib;guardiao-familia-api/src/notifications;guardiao-familia-api/src/devices;guardiao-familia-api/services/push;guardiao-familia-api/app/admin,"**Objetivo:** API support: admin reply push notification **Épico:** E-P12 Backoffice operacional release · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P01-004,Testes E2E pareamento QR parent-child,guardiao-familia-api,guardiao-familia-api/src/auth;guardiao-familia-api/src/users;guardiao-familia-api/src/devices;guardiao-familia-api/src/pairing;guardiao-familia-api/src/families;guardiao-familia-api/test;guardiao-familia-api/tests;guardiao-familia-api/__tests__,"**Objetivo:** Testes E2E pareamento QR parent-child **Épico:** E-P01 Auth, sessão e pareamento · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Cobertura reproduzível em CI; documentar comando de execução.,
T-P01-007,Auditar expiração JWT e refresh em todos clients,guardiao-familia-api,guardiao-familia-api/src/auth;guardiao-familia-api/src/users;guardiao-familia-api/src/devices;guardiao-familia-api/src/pairing;guardiao-familia-api/src/families;guardiao-familia-api/services/auth;guardiao-familia-api/contexts/AuthContext,"**Objetivo:** Auditar expiração JWT e refresh em todos clients **Épico:** E-P01 Auth, sessão e pareamento · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P06-005,Notificação push pedido extra,guardiao-familia-api,guardiao-familia-api/src/screen-time;guardiao-familia-api/src/notifications;guardiao-familia-api/src/email;guardiao-familia-api/src/devices;guardiao-familia-api/services/push,"**Objetivo:** Notificação push pedido extra **Épico:** E-P06 Tempo de tela e pedido extra · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 7** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P06-009,Testes E2E pedido extra aprovado,guardiao-familia-api,guardiao-familia-api/src/screen-time;guardiao-familia-api/src/notifications;guardiao-familia-api/src/email;guardiao-familia-api/test;guardiao-familia-api/tests;guardiao-familia-api/__tests__;guardiao-familia-api/e2e,"**Objetivo:** Testes E2E pedido extra aprovado **Épico:** E-P06 Tempo de tela e pedido extra · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 7** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Cobertura reproduzível em CI; documentar comando de execução.,
T-P06-010,Testes E2E pedido extra negado,guardiao-familia-api,guardiao-familia-api/src/screen-time;guardiao-familia-api/src/notifications;guardiao-familia-api/src/email;guardiao-familia-api/test;guardiao-familia-api/tests;guardiao-familia-api/__tests__;guardiao-familia-api/e2e,"**Objetivo:** Testes E2E pedido extra negado **Épico:** E-P06 Tempo de tela e pedido extra · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 7** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Cobertura reproduzível em CI; documentar comando de execução.,
T-P06-011,Exibir features ST ocultas parent,guardiao-familia-api,guardiao-familia-api/src/screen-time;guardiao-familia-api/src/notifications;guardiao-familia-api/src/email,"**Objetivo:** Exibir features ST ocultas parent **Épico:** E-P06 Tempo de tela e pedido extra · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 7** · Repo `guardiao-familia-api` · Baseline `todo` **Evidência código:** commit `bfb44c7` — revisar diff como ponto de partida. **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P09-004,Relatórios localização semanal,guardiao-familia-parent,guardiao-familia-parent/app/(tabs)/map;guardiao-familia-parent/app/(tabs)/reports;guardiao-familia-parent/src/ai;guardiao-familia-parent/components/map;guardiao-familia-parent/ios;guardiao-familia-parent/app.config.js,"**Objetivo:** Relatórios localização semanal **Épico:** E-P09 App parent — mapa, relatórios, IA · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 10** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Validar em simulador/dispositivo iOS; permissoes no Info.plist.,
T-P09-006,Deep link push notification,guardiao-familia-parent,guardiao-familia-parent/app/(tabs)/map;guardiao-familia-parent/app/(tabs)/reports;guardiao-familia-parent/src/ai;guardiao-familia-parent/components/map;guardiao-familia-parent/src/notifications;guardiao-familia-parent/src/devices;guardiao-familia-parent/services/push,"**Objetivo:** Deep link push notification **Épico:** E-P09 App parent — mapa, relatórios, IA · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 10** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P09-007,Acessibilidade VoiceOver mapa,guardiao-familia-parent,guardiao-familia-parent/app/(tabs)/map;guardiao-familia-parent/app/(tabs)/reports;guardiao-familia-parent/src/ai;guardiao-familia-parent/components/map;guardiao-familia-parent/src/location;guardiao-familia-parent/src/maps;guardiao-familia-parent/services/location,"**Objetivo:** Acessibilidade VoiceOver mapa **Épico:** E-P09 App parent — mapa, relatórios, IA · **Trilha:** produto · **OKR O3** — Experiência familiar: auth, tempo de tela, gamificação e engajamento. **Sprint 10** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
